im	marker	bGood	iLG	chr	coorGenet	startCtgOnChr	indexOnPath
270	NODE_1103_length_40690_cov_2.71598_B0_start2021,22906	True	21	chr1	205.306366886	14320440	-1
271	NODE_2208_length_27591_cov_2.67264_B0_start15649	True	21	chr1	205.306366886	14361480	106
272	NODE_3875_length_18418_cov_2.63187_B0_start1362	True	21	chr1	205.306366886	14389380	105
273	NODE_4137_length_17372_cov_1.95582_B0_start317,317	True	21	chr1	205.306366886	14408100	-1
274	NODE_5976_length_11476_cov_2.31278_B0_start4981	True	21	chr1	205.306366886	14425800	107
275	NODE_5976_length_11476_cov_2.31278_B1_start7372	True	21	chr1	205.306366886	14425800	-1
276	NODE_6126_length_11129_cov_2.3827_B0_start4381,4459,4459,6062	True	21	chr1	205.306366886	14437620	-1
277	NODE_8035_length_7523_cov_2.75446_B0_start2254,2364	True	21	chr1	205.306366886	14449080	-1
278	NODE_1154_length_39721_cov_2.55627_B0_start1275,8479,8479,14605,14605,14625	True	21	chr1	208.400137072	14534640	108
279	NODE_2247_length_27229_cov_2.46853_B0_start4592	True	21	chr1	208.400137072	14574720	-1
280	NODE_1766_length_31484_cov_2.54083_B0_start18908,18908	True	21	chr1	211.526154921	14654400	109
281	NODE_5213_length_13487_cov_2.53472___9913	False	21	chr1	211.526154921	14686200	-1
282	NODE_5213_length_13487_cov_2.53472___10035	False	21	chr1	211.526154921	14686200	-1
283	NODE_1116_length_40371_cov_2.55275___25419	False	21	chr1	214.788181014	14771400	-1
284	NODE_1116_length_40371_cov_2.55275___28049	False	21	chr1	214.788181014	14771400	-1
285	NODE_2958_length_22435_cov_2.36397_B0_start20328	True	21	chr1	214.788181014	14812080	110
286	NODE_4997_length_14127_cov_2.46165___8974	False	21	chr1	214.788181014	14834820	-1
287	NODE_4997_length_14127_cov_2.46165___8974	False	21	chr1	214.788181014	14834820	-1
288	NODE_4997_length_14127_cov_2.46165___9014	False	21	chr1	214.788181014	14834820	-1
289	NODE_4997_length_14127_cov_2.46165___9014	False	21	chr1	214.788181014	14834820	-1
290	NODE_5368_length_13041_cov_2.73587___7675	False	21	chr1	214.788181014	14849280	-1
291	NODE_12107_length_3212_cov_2.3124_B0_start1286	True	21	chr1	214.788181014	14876040	-1
292	NODE_8112_length_7413_cov_1.10316_B0_start905,905	True	21	chr1	215.840851474	14908440	111
293	NODE_681_length_49624_cov_2.52344_B1_start29789,29789	True	21	chr1	216.861295056	14960100	-1
294	NODE_681_length_49624_cov_2.52344_B0_start4540,4543,4739,8997,8997,12026,12085	True	21	chr1	217.832199349	14960100	113
295	NODE_1436_length_35707_cov_2.51489_B1_start33878	True	21	chr1	216.861295056	15010080	112
296	NODE_6775_length_9776_cov_2.1181___670	False	21	chr1	216.861295056	15046140	-1
297	NODE_6775_length_9776_cov_2.1181___670	False	21	chr1	216.861295056	15046140	-1
298	NODE_7382_length_8667_cov_2.59071___5883	False	21	chr1	216.861295056	15056220	-1
299	NODE_6147_length_11084_cov_2.65532_B0_start7579	True	21	chr1	218.919198681	15123060	114
300	NODE_11194_length_3915_cov_1.64135___830	False	21	chr1	218.919198681	15134460	-1
301	NODE_11194_length_3915_cov_1.64135___840	False	21	chr1	218.919198681	15134460	-1
302	NODE_3103_length_21767_cov_2.10844___7674	False	21	chr1	221.192317384	15277440	-1
303	NODE_4096_length_17548_cov_2.2303_B0_start9311,9311	True	21	chr1	221.192317384	15299520	115
304	NODE_1082_length_41153_cov_2.23524_B0_start20916,21002	True	21	chr1	223.254465311	15362280	116
305	NODE_1293_length_37659_cov_2.34713___19709	False	21	chr1	223.254465311	15403740	-1
306	NODE_6153_length_11072_cov_2.63814_B0_start6410	True	21	chr1	224.307135771	15491580	117
307	NODE_1553_length_34056_cov_2.38994_B0_start20909	True	21	chr1	227.400905957	15580860	118
308	NODE_1180_length_39320_cov_2.59237_B0_start23898	True	21	chr1	229.421382874	15615240	119
309	NODE_1250_length_38390_cov_2.86798_B0_start15242,15242,20689	True	21	chr1	231.421649605	15654900	-1
310	NODE_1726_length_31891_cov_2.116_B0_start1346,14443,14443,26671,26671,26671	True	21	chr1	231.421649605	15693600	120
311	NODE_4731_length_15109_cov_2.64794_B0_start5641	True	21	chr1	233.402106509	15725820	121
312	NODE_3239_length_21131_cov_2.3878_B0_start7411	True	21	chr1	234.501051845	15787140	-1
313	NODE_5996_length_11431_cov_2.30103_B0_start8381	True	21	chr1	234.501051845	15808620	122
314	NODE_222_length_77746_cov_2.86467_B0_start59393,65771	True	21	chr1	235.588051177	15919140	-1
315	NODE_433_length_61638_cov_2.19946_B0_start4062,10810,11260,11260	True	21	chr1	235.588051177	15997200	-1
316	NODE_2164_length_27938_cov_2.49204_B0_start5475	True	21	chr1	235.588051177	16059180	123
317	NODE_937_length_43558_cov_2.44082_B1_start37511	True	21	chr1	236.588084512	16144680	-1
318	NODE_6575_length_10198_cov_2.23107_B0_start9952	True	21	chr1	236.588084512	16188540	124
319	NODE_1045_length_41676_cov_2.53546_B0_start27997,28219,28219,29063,29087,31859	True	21	chr1	237.558988805	16284960	125
320	NODE_2311_length_26680_cov_2.36017_B0_start6627	True	21	chr1	237.558988805	16326960	126
321	NODE_4238_length_16915_cov_2.26709_B0_start15411,15612	True	21	chr1	238.611659265	16395840	127
322	NODE_6250_length_10848_cov_2.94117_B0_start1343	True	21	chr1	238.611659265	16413060	-1
323	NODE_876_length_44798_cov_2.29529_B0_start33274,35742	True	21	chr1	242.574127848	16764660	128
324	NODE_1501_length_34741_cov_2.56892_B1_start30564,30564	True	21	chr1	244.497441889	16838880	129
325	NODE_1501_length_34741_cov_2.56892_B0_start6840,6840,6856,6856	True	21	chr1	245.222838791	16838880	-1
326	NODE_3950_length_18105_cov_2.26015_B0_start17890,17891	True	21	chr1	244.497441889	16873980	130
327	NODE_4728_length_15120_cov_2.50337_B0_start7007,7007	True	21	chr1	244.497441889	16892400	-1
328	NODE_1118_length_40311_cov_2.92866_B0_start491,491	True	21	chr1	246.850817432	16957860	131
329	NODE_2014_length_29135_cov_2.70274_B0_start10956,10971	True	21	chr1	246.850817432	16998480	-1
330	NODE_3998_length_17903_cov_2.42615___17305	False	21	chr1	246.850817432	17027940	-1
331	NODE_1118_length_40311_cov_2.92866_B1_start16168	True	21	chr1	251.078686834	17169420	132
332	NODE_2426_length_25834_cov_2.30267_B0_start12497,14125,14125	True	21	chr1	252.360808364	17227920	133
333	NODE_1350_length_37040_cov_2.31874_B0_start10418,22831,23310,23340,23340	True	21	chr1	254.633927068	17368920	-1
334	NODE_4234_length_16951_cov_2.7084_B0_start11183	True	21	chr1	254.633927068	17406300	134
335	NODE_10738_length_4325_cov_1.71347_B0_start2431	True	21	chr1	254.633927068	17423580	135
336	NODE_12309_length_3081_cov_1.976_B0_start456,463	True	21	chr1	254.633927068	17428260	-1
337	NODE_2065_length_28805_cov_2.42982_B0_start14019	True	21	chr1	256.083303912	17431680	136
338	NODE_2571_length_24562_cov_2.54307___2010	False	21	chr1	257.750124925	17510760	-1
339	NODE_2571_length_24562_cov_2.54307___2086	False	21	chr1	257.750124925	17510760	-1
340	NODE_2571_length_24562_cov_2.54307___2345	False	21	chr1	259.065990341	17510760	-1
341	NODE_4675_length_15334_cov_2.22037_B0_start1192,1192	True	21	chr1	257.750124925	17535660	137
342	NODE_5136_length_13700_cov_2.51749___10798	False	21	chr1	257.750124925	17551320	-1
343	NODE_5136_length_13700_cov_2.51749___10865	False	21	chr1	257.750124925	17551320	-1
344	NODE_2807_length_23273_cov_2.56652_B0_start5302	True	21	chr1	258.49553639	17592000	-1
345	NODE_4369_length_16440_cov_2.67016_B0_start4811,7562	True	21	chr1	258.504168429	17615580	-1
346	NODE_3516_length_19850_cov_2.64744_B0_start10322,10417,10417	True	21	chr1	259.065990341	17645460	138
347	NODE_7939_length_7694_cov_2.7505_B0_start1346	True	21	chr1	259.065990341	17665620	-1
348	NODE_674_length_49821_cov_2.53541_B2_start45956	True	21	chr1	261.264146512	17775420	-1
349	NODE_1826_length_30870_cov_2.32468_B0_start24746	True	21	chr1	261.264146512	17825580	140
350	NODE_2571_length_24562_cov_2.54307___2345	False	21	chr1	259.065990341	17856780	-1
351	NODE_3778_length_18770_cov_2.32772_B0_start4630,4661	True	21	chr1	261.264146512	17881680	139
352	NODE_5302_length_13232_cov_2.79373_B0_start11965,11965	True	21	chr1	261.264146512	17914800	-1
353	NODE_5451_length_12785_cov_2.68299_B0_start9101,9101,9101	True	21	chr1	261.264146512	17928360	-1
354	NODE_4617_length_15527_cov_2.56148_B0_start9353	True	21	chr1	264.636210552	18114540	141
355	NODE_1464_length_35269_cov_2.48336_B0_start3044,4023,4300,4309	True	21	chr1	270.894367699	18338400	142
356	NODE_2121_length_28239_cov_2.67047_B0_start4752,4788	True	21	chr1	270.894367699	18373980	-1
357	NODE_5222_length_13462_cov_2.61391___5596	False	21	chr1	270.894367699	18402540	-1
358	NODE_6622_length_10114_cov_2.51196___6402	False	21	chr1	270.894367699	18416340	-1
359	NODE_291_length_71268_cov_2.58021_B0_start7141,7683,26581,26627	True	21	chr1	272.781384099	18438300	143
360	NODE_329_length_68553_cov_2.50815___11369	False	21	chr1	272.781384099	18509880	-1
361	NODE_329_length_68553_cov_2.50815___11896	False	21	chr1	270.894367699	18509880	-1
362	NODE_329_length_68553_cov_2.50815___11896	False	21	chr1	270.894367699	18509880	-1
363	NODE_329_length_68553_cov_2.50815___11897	False	21	chr1	270.894367699	18509880	-1
364	NODE_329_length_68553_cov_2.50815___11897	False	21	chr1	270.894367699	18509880	-1
365	NODE_422_length_62414_cov_2.63765_B0_start30799	True	21	chr1	273.724808314	18578760	-1
366	NODE_2629_length_24242_cov_2.54878_B0_start11802,11802,13732	True	21	chr1	273.724808314	18641520	144
367	NODE_4299_length_16717_cov_3.07671_B0_start11860,11860,11892,11892,15863,15965,15965	True	21	chr1	273.724808314	18666120	-1
368	NODE_5903_length_11677_cov_2.92868___6338	False	21	chr1	273.724808314	18683160	-1
369	NODE_5903_length_11677_cov_2.92868___6338	False	21	chr1	273.724808314	18683160	-1
370	NODE_5903_length_11677_cov_2.92868___6395	False	21	chr1	273.724808314	18683160	-1
371	NODE_5903_length_11677_cov_2.92868___6395	False	21	chr1	273.724808314	18683160	-1
372	NODE_11226_length_3890_cov_2.65915___827	False	21	chr1	273.724808314	18701820	-1
373	NODE_2030_length_29058_cov_2.44704_B0_start7161	True	21	chr1	274.800118575	18734700	147
374	NODE_2265_length_27083_cov_2.65657___2356	False	21	chr1	274.800118575	18764100	-1
375	NODE_2265_length_27083_cov_2.65657___4833	False	21	chr1	274.800118575	18764100	-1
376	NODE_2502_length_25200_cov_2.63465_B0_start14605,14689,14689	True	21	chr1	274.800118575	18791520	-1
377	NODE_3374_length_20505_cov_2.61392_B0_start6752,13066	True	21	chr1	274.800118575	18817020	145
378	NODE_3835_length_18550_cov_2.76372___18246	False	21	chr1	274.800118575	18837840	-1
379	NODE_4721_length_15148_cov_2.86562_B0_start7080,7080	True	21	chr1	274.800118575	18856740	-1
380	NODE_5817_length_11859_cov_2.71549_B0_start7195,7195,7211,7211	True	21	chr1	274.800118575	18872220	146
381	NODE_6756_length_9813_cov_2.45841_B0_start691,784,3512,5601,6805,6805	True	21	chr1	274.800118575	18884400	-1
382	NODE_1688_length_32342_cov_2.60697_B0_start3754	True	21	chr1	278.842723406	18983100	148
383	NODE_2569_length_24596_cov_1.54546_B0_start642,642,651,651	True	21	chr1	278.842723406	19015800	-1
384	NODE_3725_length_18992_cov_2.64964_B1_start9069	True	21	chr1	278.842723406	19040700	-1
385	NODE_3725_length_18992_cov_2.64964_B0_start2730,2730	True	21	chr1	279.823146976	19040700	149
386	NODE_802_length_46451_cov_2.23202_B0_start41148	True	21	chr1	284.036164157	19184280	-1
387	NODE_2151_length_28021_cov_2.87315_B0_start2857,9618	True	21	chr1	284.036164157	19231080	150
388	NODE_2550_length_24793_cov_2.78338_B0_start21782	True	21	chr1	284.036164157	19259460	-1
389	NODE_2950_length_22480_cov_2.63814_B0_start378,3587,11367,11367	True	21	chr1	285.016587726	19331400	151
390	NODE_4189_length_17129_cov_2.66359___8588	False	21	chr1	285.016587726	19354200	-1
391	NODE_99_length_95174_cov_2.74245_B1_start51631,58047,64305,64473	True	21	chr1	286.958579392	19375800	-1
392	NODE_99_length_95174_cov_2.74245_B0_start35033,35033	True	21	chr1	288.900571058	19375800	153
393	NODE_8879_length_6376_cov_2.40317_B0_start3364	True	21	chr1	286.958579392	19471320	152
394	NODE_8323_length_7116_cov_2.69312___4295	False	21	chr1	288.900571058	19495500	-1
395	NODE_117_length_91106_cov_2.75176_B0_start63125,63181,63708	True	21	chr1	290.900837788	19509720	154
396	NODE_117_length_91106_cov_2.75176_B1_start80298	True	21	chr1	291.656423964	19509720	-1
397	NODE_1614_length_33192_cov_2.60552_B0_start8583,9072,20018,20019	True	21	chr1	290.900837788	19601160	-1
398	NODE_196_length_79586_cov_2.73615_B0_start6278,6278,6300,6300,6439,6522	True	21	chr1	291.650918641	19634700	-1
399	NODE_517_length_56761_cov_2.4678_B0_start19252	True	21	chr1	291.650921429	19734240	-1
400	NODE_909_length_44208_cov_2.76452_B0_start21242,23143	True	21	chr1	293.901738275	19795860	155
401	NODE_837_length_45771_cov_2.63481_B0_start4116,7002,7002,7111,42804,42804	True	21	chr1	294.863306371	19844640	156
402	NODE_1102_length_40700_cov_2.60687_B0_start30881,32388,32388	True	21	chr1	297.805331372	19890720	157
403	NODE_3548_length_19670_cov_2.41121_B0_start9463	True	21	chr1	298.795462737	19946340	158
404	NODE_1944_length_29749_cov_2.54827_B0_start19658,23255,27032,27139,29293	True	21	chr1	299.76636703	19966320	159
405	NODE_422_length_62414_cov_2.63765_B1_start57755	True	21	chr1	300.709791245	19996380	160
406	NODE_1287_length_37721_cov_2.32276___37446	False	21	chr1	302.633105286	20059140	-1
407	NODE_5316_length_13196_cov_2.70688___3749	False	21	chr1	300.709791245	20097180	-1
408	NODE_5316_length_13196_cov_2.70688___3805	False	21	chr1	300.709791245	20097180	-1
409	NODE_1162_length_39610_cov_2.71272_B0_start10795,10795,27767	True	21	chr1	302.633105286	20160420	161
410	NODE_1484_length_35024_cov_2.60623_B0_start1273,8801	True	21	chr1	302.633105286	20200380	-1
411	NODE_3987_length_17960_cov_2.77805_B0_start15693,15693,15693	True	21	chr1	302.633105286	20235720	-1
412	NODE_1072_length_41384_cov_2.62061_B0_start12524,12524,18128,18392	True	21	chr1	303.585515035	20259660	162
413	NODE_623_length_52000_cov_2.37313_B2_start51591,51718	True	21	chr1	304.537924784	20341920	163
414	NODE_623_length_52000_cov_2.37313_B1_start47628,47699,47934	True	21	chr1	305.537958119	20341920	164
415	NODE_623_length_52000_cov_2.37313_B0_start11743,11743,39884,41164	True	21	chr1	306.568922479	20341920	-1
416	NODE_7755_length_7977_cov_1.93265___6028	False	21	chr1	304.537924784	20394240	-1
417	NODE_7755_length_7977_cov_1.93265___6030	False	21	chr1	304.537924784	20394240	-1
418	NODE_7755_length_7977_cov_1.93265___6219	False	21	chr1	304.537924784	20394240	-1
419	NODE_756_length_47676_cov_2.38193_B2_start34934,34934,34974,34974	True	21	chr1	306.568922479	20481060	165
420	NODE_798_length_46521_cov_2.39967_B1_start19446,19772	True	21	chr1	306.568922479	20529060	-1
421	NODE_762_length_47511_cov_2.59074_B0_start17514,17703	True	21	chr1	307.118790134	20586000	-1
422	NODE_2830_length_23123_cov_2.34139_B0_start16181	True	21	chr1	307.323429821	20692380	-1
423	NODE_3500_length_19911_cov_2.43718_B0_start11269	True	21	chr1	307.788683854	20742240	-1
424	NODE_902_length_44344_cov_2.55369___8571	False	21	chr1	309.51094748	20845680	-1
425	NODE_3760_length_18853_cov_2.61393_B0_start10007,10007	True	21	chr1	309.51094748	20890380	166
426	NODE_989_length_42670_cov_2.64411_B0_start27094	True	21	chr1	310.919491329	20909580	167
427	NODE_1690_length_32304_cov_2.73441_B0_start10760	True	21	chr1	311.899914898	20952600	168
428	NODE_2077_length_28708_cov_2.6904_B0_start21103	True	21	chr1	312.870819191	21005460	169
429	NODE_2077_length_28708_cov_2.6904_B1_start26687	True	21	chr1	313.823228939	21005460	170
430	NODE_371_length_65195_cov_2.62584___61899	False	21	chr1	313.823228939	21034500	-1
431	NODE_371_length_65195_cov_2.62584___61899	False	21	chr1	313.823228939	21034500	-1
432	NODE_1753_length_31594_cov_2.84599_B0_start30222	True	21	chr1	313.823228939	21100020	-1
433	NODE_371_length_65195_cov_2.62584___31064	False	21	chr1	321.921695337	21371640	-1
434	NODE_371_length_65195_cov_2.62584___31140	False	21	chr1	321.921695337	21371640	-1
435	NODE_1108_length_40516_cov_2.69388_B0_start11042,15206,15206,28531,28531,28635	True	21	chr1	321.921695337	21437160	171
436	NODE_1849_length_30629_cov_2.47653_B0_start18129,18129	True	21	chr1	322.83915227	21529560	172
437	NODE_2757_length_23558_cov_2.29404_B0_start18410	True	21	chr1	327.319760204	21694680	173
438	NODE_7750_length_7979_cov_2.2752___6668	False	21	chr1	327.319760204	21718560	-1
439	NODE_583_length_53489_cov_2.53361_B0_start32269,32269,32567,48524	True	21	chr1	329.592878908	21816180	175
440	NODE_3582_length_19543_cov_2.45314_B0_start8541	True	21	chr1	329.592878908	21870000	174
441	NODE_2205_length_27610_cov_1.96784_B0_start2798,2798,3820,3959,4203,15002,15002	True	21	chr1	332.593779395	21889860	176
442	NODE_3292_length_20858_cov_2.62272_B1_start19330	True	21	chr1	332.593779395	21917820	-1
443	NODE_3292_length_20858_cov_2.62272_B0_start10204,10204	True	21	chr1	333.614222976	21917820	-1
444	NODE_5797_length_11896_cov_2.36346___4804	False	21	chr1	332.593779395	21939000	-1
445	NODE_5797_length_11896_cov_2.36346___8189	False	21	chr1	332.593779395	21939000	-1
446	NODE_9208_length_5978_cov_2.67293_B0_start2238,2294,2553	True	21	chr1	332.593779395	21951240	-1
447	NODE_2154_length_28001_cov_2.53501___14980	False	21	chr1	333.614222976	21984660	-1
448	NODE_2154_length_28001_cov_2.53501___14982	False	21	chr1	333.614222976	21984660	-1
449	NODE_6005_length_11417_cov_2.37994_B0_start4555,4555	True	21	chr1	333.614222976	22012980	177
450	NODE_1557_length_33966_cov_2.61638_B0_start12716,22107,22111,22303	True	21	chr1	335.719797244	22101300	178
451	NODE_2855_length_22970_cov_2.58463_B0_start7221	True	21	chr1	336.882809636	22187400	-1
452	NODE_2855_length_22970_cov_2.58463_B1_start21394	True	21	chr1	337.606813643	22187400	179
453	NODE_1837_length_30798_cov_2.51715___3159	False	21	chr1	337.606813643	22253340	-1
454	NODE_1837_length_30798_cov_2.51715___3159	False	21	chr1	337.606813643	22253340	-1
455	NODE_1837_length_30798_cov_2.51715___3159	False	21	chr1	337.606813643	22253340	-1
456	NODE_1837_length_30798_cov_2.51715___30394	False	21	chr1	337.606813643	22253340	-1
457	NODE_1837_length_30798_cov_2.51715___30394	False	21	chr1	337.606813643	22253340	-1
458	NODE_1837_length_30798_cov_2.51715___30503	False	21	chr1	337.606813643	22253340	-1
459	NODE_1837_length_30798_cov_2.51715___30503	False	21	chr1	337.606813643	22253340	-1
460	NODE_3310_length_20778_cov_2.37095_B0_start7339	True	21	chr1	337.606813643	22312800	180
461	NODE_5517_length_12622_cov_2.37347_B0_start328,610	True	21	chr1	337.606813643	22333920	-1
462	NODE_6846_length_9662_cov_2.26575_B0_start1780	True	21	chr1	338.637778003	22398480	181
463	NODE_1188_length_39259_cov_2.49305_B0_start13536,18584,26278,33655	True	21	chr1	343.796989815	22463040	182
464	NODE_1505_length_34703_cov_2.77527_B0_start28188,32787,33786,33815,34292	True	21	chr1	343.796989815	22502640	-1
465	NODE_8948_length_6292_cov_3.10942_B0_start3133,3133	True	21	chr1	344.916748748	22537680	-1
466	NODE_1906_length_30058_cov_2.75453_B0_start1524,2560	True	21	chr1	345.084521453	22544280	-1
467	NODE_290_length_71363_cov_2.41494___31646	False	21	chr1	345.649053399	22574640	-1
468	NODE_290_length_71363_cov_2.41494___31728	False	21	chr1	345.649053399	22574640	-1
469	NODE_290_length_71363_cov_2.41494___31728	False	21	chr1	345.649053399	22574640	-1
470	NODE_1548_length_34102_cov_2.46267_B0_start5269,5269	True	21	chr1	345.649053399	22646340	-1
471	NODE_1692_length_32300_cov_2.28156___882	False	21	chr1	345.649053399	22680780	-1
472	NODE_1692_length_32300_cov_2.28156___882	False	21	chr1	345.649053399	22680780	-1
473	NODE_1696_length_32240_cov_2.36012___12084	False	21	chr1	345.649053399	22713420	-1
474	NODE_1800_length_31105_cov_2.30208___5441	False	21	chr1	345.649053399	22746000	-1
475	NODE_3130_length_21620_cov_2.18737_B0_start2549,2551	True	21	chr1	345.649053399	22777440	183
476	NODE_4636_length_15450_cov_2.27761_B0_start8428,8428	True	21	chr1	345.649053399	22799400	-1
477	NODE_4819_length_14760_cov_2.79641___10688	False	21	chr1	345.649053399	22815180	-1
478	NODE_4819_length_14760_cov_2.79641___10688	False	21	chr1	345.649053399	22815180	-1
